Periode,Antal,Recidivhændelser,Uddannelse,Køn,Alder
2010–2012,13,10 eller flere tilbagefald,Grundskole,Kvinder,25–29 år
2010–2012,12,10 eller flere tilbagefald,Grundskole,Kvinder,30–34 år
2010–2012,19,10 eller flere tilbagefald,Grundskole,Kvinder,35–39 år
2010–2012,18,10 eller flere tilbagefald,Grundskole,Kvinder,40–49 år
2010–2012,4,10 eller flere tilbagefald,Grundskole,Kvinder,50–59 år
2010–2012,1,10 eller flere tilbagefald,Grundskole,Kvinder,60+ år
2010–2012,23,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2010–2012,18,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2010–2012,7,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2010–2012,3,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2010–2012,4,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2010–2012,5,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2010–2012,0,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2010–2012,0,10 eller flere tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2010–2012,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2010–2012,1,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2010–2012,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2010–2012,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2010–2012,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2010–2012,1,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2010–2012,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2010–2012,0,10 eller flere tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2010–2012,142,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2010–2012,144,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2010–2012,71,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2010–2012,61,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2010–2012,53,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2010–2012,64,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2010–2012,13,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2010–2012,2,10 eller flere tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2010–2012,2,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2010–2012,2,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2010–2012,1,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2010–2012,3,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2010–2012,3,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2010–2012,2,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2010–2012,1,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2010–2012,0,10 eller flere tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2010–2012,0,10 eller flere tilbagefald,Videregående uddannelse,Mænd,15–19 år
2010–2012,1,10 eller flere tilbagefald,Videregående uddannelse,Mænd,20–24 år
2010–2012,7,10 eller flere tilbagefald,Videregående uddannelse,Mænd,25–29 år
2010–2012,1,10 eller flere tilbagefald,Videregående uddannelse,Mænd,30–34 år
2010–2012,4,10 eller flere tilbagefald,Videregående uddannelse,Mænd,35–39 år
2010–2012,13,10 eller flere tilbagefald,Videregående uddannelse,Mænd,40–49 år
2010–2012,5,10 eller flere tilbagefald,Videregående uddannelse,Mænd,50–59 år
2010–2012,1,10 eller flere tilbagefald,Videregående uddannelse,Mænd,60+ år
2010–2012,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2010–2012,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2010–2012,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2010–2012,2,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2010–2012,1,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2010–2012,1,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2010–2012,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2010–2012,0,10 eller flere tilbagefald,Videregående uddannelse,Kvinder,60+ år
2010–2012,25,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2010–2012,84,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2010–2012,63,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2010–2012,28,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2010–2012,31,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2010–2012,31,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2010–2012,5,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2010–2012,0,10 eller flere tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2010–2012,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2010–2012,1,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2010–2012,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2010–2012,1,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2010–2012,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2010–2012,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2010–2012,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2010–2012,0,10 eller flere tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2011–2013,3147,Ingen tilbagefald,Grundskole,Mænd,15–19 år
2011–2013,2761,Ingen tilbagefald,Grundskole,Mænd,20–24 år
2011–2013,2051,Ingen tilbagefald,Grundskole,Mænd,25–29 år
2011–2013,1932,Ingen tilbagefald,Grundskole,Mænd,30–34 år
2011–2013,2194,Ingen tilbagefald,Grundskole,Mænd,35–39 år
2011–2013,4619,Ingen tilbagefald,Grundskole,Mænd,40–49 år
2011–2013,3172,Ingen tilbagefald,Grundskole,Mænd,50–59 år
2011–2013,2715,Ingen tilbagefald,Grundskole,Mænd,60+ år
2011–2013,1109,Ingen tilbagefald,Grundskole,Kvinder,15–19 år
2011–2013,896,Ingen tilbagefald,Grundskole,Kvinder,20–24 år
2011–2013,578,Ingen tilbagefald,Grundskole,Kvinder,25–29 år
2011–2013,568,Ingen tilbagefald,Grundskole,Kvinder,30–34 år
2011–2013,648,Ingen tilbagefald,Grundskole,Kvinder,35–39 år
2011–2013,1358,Ingen tilbagefald,Grundskole,Kvinder,40–49 år
2011–2013,1052,Ingen tilbagefald,Grundskole,Kvinder,50–59 år
2011–2013,1031,Ingen tilbagefald,Grundskole,Kvinder,60+ år
2011–2013,1623,Ingen tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2011–2013,1344,Ingen tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2011–2013,400,Ingen tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2011–2013,365,Ingen tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2011–2013,468,Ingen tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2011–2013,938,Ingen tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2011–2013,527,Ingen tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2011–2013,238,Ingen tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2011–2013,558,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2011–2013,476,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2011–2013,126,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2011–2013,147,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2011–2013,226,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2011–2013,494,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2011–2013,183,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2011–2013,65,Ingen tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2011–2013,2013,Ingen tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2011–2013,3776,Ingen tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2011–2013,3070,Ingen tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2011–2013,3094,Ingen tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2011–2013,3571,Ingen tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2011–2013,7710,Ingen tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2011–2013,5017,Ingen tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2011–2013,3718,Ingen tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2011–2013,382,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2011–2013,778,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2011–2013,768,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2011–2013,983,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2011–2013,1269,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2011–2013,2806,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2011–2013,1349,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2011–2013,952,Ingen tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2011–2013,17,Ingen tilbagefald,Videregående uddannelse,Mænd,15–19 år
2011–2013,947,Ingen tilbagefald,Videregående uddannelse,Mænd,20–24 år
2011–2013,1203,Ingen tilbagefald,Videregående uddannelse,Mænd,25–29 år
2011–2013,1465,Ingen tilbagefald,Videregående uddannelse,Mænd,30–34 år
2011–2013,1943,Ingen tilbagefald,Videregående uddannelse,Mænd,35–39 år
2011–2013,4236,Ingen tilbagefald,Videregående uddannelse,Mænd,40–49 år
2011–2013,2791,Ingen tilbagefald,Videregående uddannelse,Mænd,50–59 år
2011–2013,2216,Ingen tilbagefald,Videregående uddannelse,Mænd,60+ år
2011–2013,13,Ingen tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2011–2013,453,Ingen tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2011–2013,688,Ingen tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2011–2013,1067,Ingen tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2011–2013,1338,Ingen tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2011–2013,2730,Ingen tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2011–2013,1704,Ingen tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2011–2013,964,Ingen tilbagefald,Videregående uddannelse,Kvinder,60+ år
2011–2013,76,Ingen tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2011–2013,435,Ingen tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2011–2013,674,Ingen tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2011–2013,613,Ingen tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2011–2013,456,Ingen tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2011–2013,902,Ingen tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2011–2013,497,Ingen tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2011–2013,291,Ingen tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2011–2013,16,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2011–2013,115,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2011–2013,137,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2011–2013,121,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2011–2013,111,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2011–2013,171,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2011–2013,114,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2011–2013,79,Ingen tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2011–2013,1323,1 tilbagefald,Grundskole,Mænd,15–19 år
2011–2013,1249,1 tilbagefald,Grundskole,Mænd,20–24 år
2011–2013,869,1 tilbagefald,Grundskole,Mænd,25–29 år
2011–2013,759,1 tilbagefald,Grundskole,Mænd,30–34 år
2011–2013,768,1 tilbagefald,Grundskole,Mænd,35–39 år
2011–2013,1363,1 tilbagefald,Grundskole,Mænd,40–49 år
2011–2013,690,1 tilbagefald,Grundskole,Mænd,50–59 år
2011–2013,344,1 tilbagefald,Grundskole,Mænd,60+ år
2011–2013,177,1 tilbagefald,Grundskole,Kvinder,15–19 år
2011–2013,177,1 tilbagefald,Grundskole,Kvinder,20–24 år
2011–2013,142,1 tilbagefald,Grundskole,Kvinder,25–29 år
2011–2013,114,1 tilbagefald,Grundskole,Kvinder,30–34 år
2011–2013,128,1 tilbagefald,Grundskole,Kvinder,35–39 år
2011–2013,247,1 tilbagefald,Grundskole,Kvinder,40–49 år
2011–2013,151,1 tilbagefald,Grundskole,Kvinder,50–59 år
2011–2013,80,1 tilbagefald,Grundskole,Kvinder,60+ år
2011–2013,386,1 tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2011–2013,341,1 tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2011–2013,116,1 tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2011–2013,93,1 tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2011–2013,123,1 tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2011–2013,237,1 tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2011–2013,93,1 tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2011–2013,37,1 tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2011–2013,40,1 tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2011–2013,40,1 tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2011–2013,26,1 tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2011–2013,23,1 tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2011–2013,25,1 tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2011–2013,59,1 tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2011–2013,17,1 tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2011–2013,9,1 tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2011–2013,916,1 tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2011–2013,1343,1 tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2011–2013,848,1 tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2011–2013,792,1 tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2011–2013,805,1 tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2011–2013,1664,1 tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2011–2013,826,1 tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2011–2013,422,1 tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2011–2013,48,1 tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2011–2013,124,1 tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2011–2013,107,1 tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2011–2013,126,1 tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2011–2013,134,1 tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2011–2013,324,1 tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2011–2013,141,1 tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2011–2013,72,1 tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2011–2013,2,1 tilbagefald,Videregående uddannelse,Mænd,15–19 år
2011–2013,170,1 tilbagefald,Videregående uddannelse,Mænd,20–24 år
2011–2013,204,1 tilbagefald,Videregående uddannelse,Mænd,25–29 år
2011–2013,254,1 tilbagefald,Videregående uddannelse,Mænd,30–34 år
2011–2013,315,1 tilbagefald,Videregående uddannelse,Mænd,35–39 år
2011–2013,724,1 tilbagefald,Videregående uddannelse,Mænd,40–49 år
2011–2013,450,1 tilbagefald,Videregående uddannelse,Mænd,50–59 år
2011–2013,249,1 tilbagefald,Videregående uddannelse,Mænd,60+ år
2011–2013,0,1 tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2011–2013,40,1 tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2011–2013,59,1 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2011–2013,86,1 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2011–2013,126,1 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2011–2013,281,1 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2011–2013,155,1 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2011–2013,71,1 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2011–2013,18,1 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2011–2013,133,1 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
2011–2013,173,1 tilbagefald,Uoplyst uddannelse,Mænd,25–29 år
2011–2013,150,1 tilbagefald,Uoplyst uddannelse,Mænd,30–34 år
2011–2013,137,1 tilbagefald,Uoplyst uddannelse,Mænd,35–39 år
2011–2013,224,1 tilbagefald,Uoplyst uddannelse,Mænd,40–49 år
2011–2013,125,1 tilbagefald,Uoplyst uddannelse,Mænd,50–59 år
2011–2013,30,1 tilbagefald,Uoplyst uddannelse,Mænd,60+ år
2011–2013,3,1 tilbagefald,Uoplyst uddannelse,Kvinder,15–19 år
2011–2013,17,1 tilbagefald,Uoplyst uddannelse,Kvinder,20–24 år
2011–2013,12,1 tilbagefald,Uoplyst uddannelse,Kvinder,25–29 år
2011–2013,21,1 tilbagefald,Uoplyst uddannelse,Kvinder,30–34 år
2011–2013,21,1 tilbagefald,Uoplyst uddannelse,Kvinder,35–39 år
2011–2013,31,1 tilbagefald,Uoplyst uddannelse,Kvinder,40–49 år
2011–2013,14,1 tilbagefald,Uoplyst uddannelse,Kvinder,50–59 år
2011–2013,11,1 tilbagefald,Uoplyst uddannelse,Kvinder,60+ år
2011–2013,716,2 tilbagefald,Grundskole,Mænd,15–19 år
2011–2013,719,2 tilbagefald,Grundskole,Mænd,20–24 år
2011–2013,529,2 tilbagefald,Grundskole,Mænd,25–29 år
2011–2013,405,2 tilbagefald,Grundskole,Mænd,30–34 år
2011–2013,343,2 tilbagefald,Grundskole,Mænd,35–39 år
2011–2013,498,2 tilbagefald,Grundskole,Mænd,40–49 år
2011–2013,224,2 tilbagefald,Grundskole,Mænd,50–59 år
2011–2013,109,2 tilbagefald,Grundskole,Mænd,60+ år
2011–2013,67,2 tilbagefald,Grundskole,Kvinder,15–19 år
2011–2013,71,2 tilbagefald,Grundskole,Kvinder,20–24 år
2011–2013,45,2 tilbagefald,Grundskole,Kvinder,25–29 år
2011–2013,49,2 tilbagefald,Grundskole,Kvinder,30–34 år
2011–2013,42,2 tilbagefald,Grundskole,Kvinder,35–39 år
2011–2013,73,2 tilbagefald,Grundskole,Kvinder,40–49 år
2011–2013,45,2 tilbagefald,Grundskole,Kvinder,50–59 år
2011–2013,24,2 tilbagefald,Grundskole,Kvinder,60+ år
2011–2013,154,2 tilbagefald,Gymnasial uddannelse,Mænd,15–19 år
2011–2013,105,2 tilbagefald,Gymnasial uddannelse,Mænd,20–24 år
2011–2013,25,2 tilbagefald,Gymnasial uddannelse,Mænd,25–29 år
2011–2013,40,2 tilbagefald,Gymnasial uddannelse,Mænd,30–34 år
2011–2013,36,2 tilbagefald,Gymnasial uddannelse,Mænd,35–39 år
2011–2013,52,2 tilbagefald,Gymnasial uddannelse,Mænd,40–49 år
2011–2013,32,2 tilbagefald,Gymnasial uddannelse,Mænd,50–59 år
2011–2013,8,2 tilbagefald,Gymnasial uddannelse,Mænd,60+ år
2011–2013,10,2 tilbagefald,Gymnasial uddannelse,Kvinder,15–19 år
2011–2013,9,2 tilbagefald,Gymnasial uddannelse,Kvinder,20–24 år
2011–2013,11,2 tilbagefald,Gymnasial uddannelse,Kvinder,25–29 år
2011–2013,3,2 tilbagefald,Gymnasial uddannelse,Kvinder,30–34 år
2011–2013,5,2 tilbagefald,Gymnasial uddannelse,Kvinder,35–39 år
2011–2013,14,2 tilbagefald,Gymnasial uddannelse,Kvinder,40–49 år
2011–2013,6,2 tilbagefald,Gymnasial uddannelse,Kvinder,50–59 år
2011–2013,0,2 tilbagefald,Gymnasial uddannelse,Kvinder,60+ år
2011–2013,392,2 tilbagefald,Erhvervsuddannelse,Mænd,15–19 år
2011–2013,683,2 tilbagefald,Erhvervsuddannelse,Mænd,20–24 år
2011–2013,324,2 tilbagefald,Erhvervsuddannelse,Mænd,25–29 år
2011–2013,287,2 tilbagefald,Erhvervsuddannelse,Mænd,30–34 år
2011–2013,307,2 tilbagefald,Erhvervsuddannelse,Mænd,35–39 år
2011–2013,538,2 tilbagefald,Erhvervsuddannelse,Mænd,40–49 år
2011–2013,232,2 tilbagefald,Erhvervsuddannelse,Mænd,50–59 år
2011–2013,130,2 tilbagefald,Erhvervsuddannelse,Mænd,60+ år
2011–2013,15,2 tilbagefald,Erhvervsuddannelse,Kvinder,15–19 år
2011–2013,30,2 tilbagefald,Erhvervsuddannelse,Kvinder,20–24 år
2011–2013,28,2 tilbagefald,Erhvervsuddannelse,Kvinder,25–29 år
2011–2013,24,2 tilbagefald,Erhvervsuddannelse,Kvinder,30–34 år
2011–2013,30,2 tilbagefald,Erhvervsuddannelse,Kvinder,35–39 år
2011–2013,65,2 tilbagefald,Erhvervsuddannelse,Kvinder,40–49 år
2011–2013,23,2 tilbagefald,Erhvervsuddannelse,Kvinder,50–59 år
2011–2013,16,2 tilbagefald,Erhvervsuddannelse,Kvinder,60+ år
2011–2013,1,2 tilbagefald,Videregående uddannelse,Mænd,15–19 år
2011–2013,53,2 tilbagefald,Videregående uddannelse,Mænd,20–24 år
2011–2013,45,2 tilbagefald,Videregående uddannelse,Mænd,25–29 år
2011–2013,46,2 tilbagefald,Videregående uddannelse,Mænd,30–34 år
2011–2013,63,2 tilbagefald,Videregående uddannelse,Mænd,35–39 år
2011–2013,141,2 tilbagefald,Videregående uddannelse,Mænd,40–49 år
2011–2013,91,2 tilbagefald,Videregående uddannelse,Mænd,50–59 år
2011–2013,43,2 tilbagefald,Videregående uddannelse,Mænd,60+ år
2011–2013,0,2 tilbagefald,Videregående uddannelse,Kvinder,15–19 år
2011–2013,5,2 tilbagefald,Videregående uddannelse,Kvinder,20–24 år
2011–2013,12,2 tilbagefald,Videregående uddannelse,Kvinder,25–29 år
2011–2013,18,2 tilbagefald,Videregående uddannelse,Kvinder,30–34 år
2011–2013,12,2 tilbagefald,Videregående uddannelse,Kvinder,35–39 år
2011–2013,45,2 tilbagefald,Videregående uddannelse,Kvinder,40–49 år
2011–2013,23,2 tilbagefald,Videregående uddannelse,Kvinder,50–59 år
2011–2013,12,2 tilbagefald,Videregående uddannelse,Kvinder,60+ år
2011–2013,17,2 tilbagefald,Uoplyst uddannelse,Mænd,15–19 år
2011–2013,70,2 tilbagefald,Uoplyst uddannelse,Mænd,20–24 år
